Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
22,No,Travel_Frequently,Sales,61,5,Other,1,1908,Female,5,Manufacturing Director,Divorced,81040,7,N,,17,8,2,1,5,16,7,5
40,No,Non-Travel,Sales,29,3,Marketing,1,1909,Male,2,Manager,Single,57150,6,N,,23,8,1,16,9,23,4,4
62,Yes,Travel_Frequently,Sales,23,3,Marketing,1,1910,Female,3,Research Director,Divorced,166730,5,N,,20,8,1,4,1,3,15,0
31,No,Non-Travel,Research & Development,52,4,Technical Degree,1,1911,Female,4,Manufacturing Director,Divorced,46480,8,Y,,23,8,2,33,5,10,3,1
51,Yes,Non-Travel,Sales,41,4,Medical,1,1912,Female,3,Manager,Divorced,29140,8,N,,15,8,1,22,3,15,9,6
33,No,Non-Travel,Sales,59,3,Other,1,1913,Male,1,Manufacturing Director,Divorced,15240,1,N,,13,8,0,13,7,11,4,0
46,Yes,Travel_Frequently,Sales,61,4,Life Sciences,1,1914,Female,4,Sales Executive,Divorced,88910,3,Y,,15,8,3,6,5,9,15,3
45,No,Travel_Frequently,Sales,63,1,Other,1,1915,Female,4,Laboratory Technician,Married,23350,3,N,,15,8,2,17,3,26,0,7
30,Yes,Travel_Frequently,Research & Development,42,3,Life Sciences,1,1916,Female,4,Manufacturing Director,Single,96230,1,N,,25,8,0,6,4,10,14,4
34,Yes,Travel_Frequently,Sales,48,2,Marketing,1,1917,Female,3,Research Director,Single,185170,8,N,,19,8,2,35,2,30,5,5
34,Yes,Travel_Frequently,Human Resources,64,2,Medical,1,1918,Male,1,Sales Executive,Married,76570,8,Y,,17,8,3,4,3,13,9,8
40,Yes,Travel_Frequently,Human Resources,28,3,Medical,1,1919,Female,4,Manufacturing Director,Married,113000,1,N,,12,8,2,3,3,26,7,5
40,Yes,Travel_Frequently,Research & Development,65,5,Human Resources,1,1920,Male,1,Manufacturing Director,Married,23570,2,N,,16,8,3,38,7,19,3,6
19,Yes,Non-Travel,Human Resources,44,3,Technical Degree,1,1921,Male,2,Research Director,Married,175730,8,N,,18,8,2,3,0,13,10,3
53,Yes,Travel_Rarely,Human Resources,21,5,Other,1,1922,Female,4,Research Scientist,Married,92100,2,Y,,23,8,2,6,0,6,13,5
32,Yes,Non-Travel,Sales,21,5,Technical Degree,1,1923,Male,5,Sales Executive,Divorced,98300,8,N,,24,8,0,13,6,0,2,9
34,Yes,Travel_Frequently,Sales,52,2,Marketing,1,1924,Female,5,Manager,Single,183410,7,N,,18,8,1,32,5,16,10,0
58,No,Non-Travel,Research & Development,63,2,Medical,1,1925,Female,5,Manufacturing Director,Married,108560,8,N,,19,8,3,17,6,26,9,4
30,No,Travel_Frequently,Research & Development,39,2,Technical Degree,1,1926,Male,4,Manufacturing Director,Single,183610,2,N,,21,8,3,38,8,15,13,10
61,Yes,Travel_Frequently,Research & Development,44,4,Other,1,1927,Male,2,Research Director,Married,117600,4,N,,17,8,1,9,2,2,12,0
48,Yes,Travel_Frequently,Human Resources,31,4,Human Resources,1,1928,Female,4,Sales Executive,Single,137710,9,Y,,23,8,3,13,9,19,8,0
58,No,Travel_Frequently,Research & Development,22,2,Medical,1,1929,Male,2,Research Scientist,Married,173140,4,N,,25,8,3,36,3,8,9,8
59,Yes,Travel_Frequently,Human Resources,22,2,Technical Degree,1,1930,Male,1,Laboratory Technician,Married,48040,0,N,,21,8,2,23,0,9,10,5
41,Yes,Travel_Rarely,Research & Development,43,2,Human Resources,1,1931,Male,4,Manager,Single,147050,1,N,,13,8,2,30,7,6,8,5
42,Yes,Travel_Frequently,Research & Development,23,5,Other,1,1932,Male,1,Sales Executive,Single,147640,0,Y,,17,8,0,34,9,24,14,8
46,Yes,Travel_Frequently,Human Resources,39,4,Human Resources,1,1933,Male,3,Sales Executive,Divorced,138800,2,N,,16,8,2,24,2,0,4,5
46,No,Travel_Rarely,Sales,26,2,Marketing,1,1934,Female,3,Research Director,Single,53320,8,N,,11,8,1,1,2,13,11,0
48,Yes,Travel_Rarely,Sales,57,5,Medical,1,1935,Male,5,Sales Executive,Married,20880,2,N,,21,8,3,37,6,32,5,3
21,No,Travel_Frequently,Sales,51,2,Medical,1,1936,Female,3,Sales Executive,Single,35680,0,Y,,19,8,2,28,7,6,12,8
44,No,Travel_Frequently,Sales,18,2,Other,1,1937,Female,3,Manager,Married,140380,7,N,,16,8,0,32,8,11,14,7
18,No,Non-Travel,Research & Development,26,2,Human Resources,1,1938,Male,2,Research Scientist,Divorced,51450,2,Y,,15,8,0,31,5,13,9,5
32,No,Non-Travel,Human Resources,53,4,Marketing,1,1939,Male,1,Research Scientist,Single,20430,5,Y,,15,8,0,6,5,27,13,4
62,No,Travel_Frequently,Sales,48,2,Other,1,1940,Female,2,Research Director,Divorced,66660,6,N,,21,8,2,11,5,8,14,6
39,Yes,Travel_Frequently,Human Resources,21,1,Medical,1,1941,Male,2,Manufacturing Director,Married,111190,6,Y,,13,8,0,23,6,28,5,0
55,Yes,Non-Travel,Research & Development,19,2,Life Sciences,1,1942,Male,4,Research Scientist,Divorced,166910,2,Y,,13,8,2,37,0,16,2,7
24,Yes,Travel_Frequently,Sales,60,5,Medical,1,1943,Male,2,Research Scientist,Divorced,18400,9,Y,,24,8,3,8,6,17,2,9
50,No,Travel_Frequently,Human Resources,51,2,Life Sciences,1,1944,Male,5,Research Scientist,Single,147510,6,N,,15,8,1,33,4,12,6,7
31,Yes,Travel_Frequently,Sales,41,5,Medical,1,1945,Female,2,Manager,Single,31220,4,N,,19,8,2,38,1,24,10,10
38,No,Travel_Rarely,Human Resources,50,4,Life Sciences,1,1946,Female,3,Manager,Single,148490,6,Y,,15,8,0,14,4,17,14,6
19,Yes,Non-Travel,Sales,52,1,Medical,1,1947,Male,4,Research Director,Single,170090,8,N,,18,8,3,35,7,17,0,8
24,Yes,Travel_Frequently,Sales,58,4,Life Sciences,1,1948,Male,2,Research Scientist,Married,176760,0,Y,,16,8,2,39,8,10,5,7
56,No,Travel_Rarely,Human Resources,53,5,Human Resources,1,1949,Male,2,Manager,Divorced,167730,6,N,,15,8,1,18,2,27,15,2
41,Yes,Travel_Rarely,Human Resources,19,5,Life Sciences,1,1950,Male,4,Laboratory Technician,Single,19880,8,N,,13,8,3,36,8,34,0,4
53,Yes,Non-Travel,Research & Development,30,2,Life Sciences,1,1951,Female,5,Sales Executive,Married,177630,1,N,,17,8,3,9,4,5,11,8
24,Yes,Travel_Rarely,Sales,46,5,Marketing,1,1952,Female,4,Manager,Married,21340,0,N,,15,8,0,18,9,33,7,0
56,Yes,Non-Travel,Research & Development,48,1,Technical Degree,1,1953,Female,5,Research Scientist,Divorced,25600,8,N,,22,8,1,21,0,18,7,9
56,No,Travel_Frequently,Sales,50,2,Life Sciences,1,1954,Female,3,Manager,Single,44840,3,Y,,24,8,2,13,5,0,0,1
64,Yes,Travel_Rarely,Research & Development,55,1,Other,1,1955,Male,3,Sales Executive,Married,175560,5,N,,12,8,2,33,3,14,2,3
59,No,Travel_Rarely,Human Resources,19,3,Human Resources,1,1956,Female,1,Research Scientist,Married,98220,6,N,,15,8,1,1,8,20,2,7
50,Yes,Non-Travel,Sales,51,3,Medical,1,1957,Male,4,Sales Executive,Married,67770,4,Y,,11,8,1,5,2,15,6,4
24,Yes,Travel_Frequently,Sales,64,3,Life Sciences,1,1958,Female,5,Research Director,Divorced,131100,8,Y,,24,8,2,39,7,25,5,3
34,Yes,Non-Travel,Sales,51,4,Life Sciences,1,1959,Female,5,Manufacturing Director,Married,139590,7,N,,21,8,2,35,0,19,7,7
22,Yes,Travel_Frequently,Research & Development,59,2,Other,1,1960,Female,3,Research Scientist,Single,62940,2,Y,,14,8,3,22,8,13,11,4
55,No,Non-Travel,Sales,25,2,Medical,1,1961,Male,3,Laboratory Technician,Divorced,177550,9,N,,22,8,0,23,5,15,0,4
59,No,Non-Travel,Human Resources,49,1,Technical Degree,1,1962,Female,4,Research Scientist,Divorced,135850,3,Y,,11,8,1,26,3,17,9,8
58,No,Travel_Rarely,Human Resources,43,5,Technical Degree,1,1963,Male,3,Manager,Single,11600,5,N,,18,8,3,10,0,25,3,0
51,No,Non-Travel,Human Resources,62,1,Medical,1,1964,Female,3,Laboratory Technician,Divorced,177910,8,N,,11,8,0,22,4,7,7,4
52,No,Travel_Frequently,Human Resources,31,3,Life Sciences,1,1965,Female,3,Sales Executive,Divorced,143530,4,Y,,19,8,3,30,6,20,0,2
27,No,Travel_Frequently,Research & Development,19,1,Human Resources,1,1966,Male,3,Manager,Single,128760,0,Y,,12,8,2,34,5,20,6,5
26,Yes,Travel_Rarely,Research & Development,32,4,Human Resources,1,1967,Male,3,Laboratory Technician,Divorced,76720,9,N,,25,8,1,37,7,29,4,3
59,No,Travel_Frequently,Human Resources,58,4,Other,1,1968,Male,1,Sales Executive,Divorced,165110,3,Y,,12,8,1,25,6,12,1,6
33,No,Travel_Frequently,Sales,51,3,Human Resources,1,1969,Female,5,Manufacturing Director,Married,121410,0,Y,,15,8,2,4,3,29,13,0
47,Yes,Non-Travel,Sales,40,3,Marketing,1,1970,Female,5,Laboratory Technician,Married,77190,7,Y,,25,8,0,10,7,3,0,0
41,No,Travel_Frequently,Research & Development,58,3,Technical Degree,1,1971,Male,1,Manager,Divorced,84850,1,Y,,25,8,1,36,2,12,10,10
54,Yes,Travel_Rarely,Sales,62,3,Marketing,1,1972,Female,2,Laboratory Technician,Single,191050,7,N,,24,8,1,31,1,28,10,1
34,Yes,Non-Travel,Research & Development,64,5,Human Resources,1,1973,Male,1,Manufacturing Director,Divorced,15790,1,N,,25,8,0,13,7,27,4,5
58,Yes,Non-Travel,Human Resources,32,4,Technical Degree,1,1974,Male,4,Laboratory Technician,Single,178160,1,N,,16,8,0,16,1,6,1,8
45,Yes,Travel_Frequently,Research & Development,24,2,Other,1,1975,Female,3,Research Scientist,Single,49920,2,N,,22,8,2,20,0,8,5,6
48,No,Travel_Frequently,Research & Development,44,3,Technical Degree,1,1976,Female,1,Sales Executive,Divorced,43470,3,Y,,19,8,3,13,5,1,1,7
52,Yes,Travel_Frequently,Sales,22,5,Human Resources,1,1977,Female,1,Sales Executive,Single,196550,7,N,,16,8,0,35,4,24,15,8
56,Yes,Travel_Frequently,Human Resources,32,3,Technical Degree,1,1978,Male,4,Sales Executive,Divorced,195030,2,Y,,15,8,0,33,3,32,3,7
18,Yes,Travel_Rarely,Sales,21,4,Medical,1,1979,Male,5,Laboratory Technician,Single,169410,2,Y,,20,8,0,26,2,14,8,7
48,Yes,Travel_Frequently,Sales,28,4,Other,1,1980,Male,5,Sales Executive,Married,122900,2,N,,22,8,3,33,4,0,6,5
40,No,Travel_Frequently,Sales,27,2,Technical Degree,1,1981,Female,4,Research Director,Single,142240,3,Y,,25,8,3,24,5,0,10,10
58,Yes,Non-Travel,Human Resources,18,5,Technical Degree,1,1982,Female,2,Research Director,Divorced,15930,3,N,,19,8,2,18,0,33,1,1
55,No,Non-Travel,Sales,43,5,Technical Degree,1,1983,Female,5,Research Scientist,Married,169000,8,Y,,12,8,0,24,3,1,5,3
25,Yes,Travel_Frequently,Human Resources,34,3,Marketing,1,1984,Female,3,Research Director,Single,114830,1,N,,12,8,1,32,8,7,5,0
37,Yes,Travel_Frequently,Human Resources,59,4,Life Sciences,1,1985,Female,2,Manager,Divorced,12620,5,N,,21,8,1,37,4,9,11,2
42,No,Non-Travel,Sales,58,3,Medical,1,1986,Male,1,Manufacturing Director,Single,164740,2,N,,15,8,0,24,8,27,15,3
43,No,Travel_Frequently,Sales,65,5,Life Sciences,1,1987,Female,4,Laboratory Technician,Divorced,107400,8,Y,,25,8,0,37,5,35,14,1
64,Yes,Non-Travel,Sales,40,1,Technical Degree,1,1988,Male,1,Research Scientist,Single,80440,5,Y,,15,8,0,30,7,23,12,10
28,No,Travel_Rarely,Sales,40,2,Other,1,1989,Female,3,Manager,Married,135200,8,N,,14,8,3,30,8,30,2,6
40,Yes,Non-Travel,Sales,39,1,Medical,1,1990,Female,3,Sales Executive,Single,57680,8,Y,,16,8,2,12,0,32,8,8
49,No,Travel_Frequently,Research & Development,33,3,Marketing,1,1991,Male,3,Research Director,Married,198990,7,N,,20,8,1,5,7,30,5,4
31,Yes,Travel_Frequently,Sales,21,4,Human Resources,1,1992,Male,3,Research Scientist,Divorced,66510,7,Y,,24,8,3,35,8,29,5,9
40,No,Travel_Rarely,Research & Development,47,5,Other,1,1993,Male,1,Research Scientist,Married,123240,6,Y,,12,8,2,23,7,35,2,3
56,Yes,Travel_Rarely,Human Resources,34,3,Technical Degree,1,1994,Male,2,Manufacturing Director,Single,63000,0,Y,,14,8,3,17,7,10,1,0
37,Yes,Non-Travel,Sales,54,3,Technical Degree,1,1995,Female,3,Manufacturing Director,Single,158140,0,Y,,13,8,2,37,2,5,11,4
32,Yes,Non-Travel,Sales,39,5,Other,1,1996,Female,1,Research Director,Married,170770,1,N,,11,8,3,30,7,17,8,3
43,No,Travel_Frequently,Sales,18,1,Marketing,1,1997,Male,5,Manager,Divorced,107020,5,N,,15,8,1,8,9,17,15,8
46,No,Travel_Rarely,Sales,25,2,Marketing,1,1998,Male,1,Research Director,Single,76820,6,Y,,20,8,1,17,5,10,15,10
36,Yes,Non-Travel,Research & Development,21,2,Other,1,1999,Female,3,Sales Executive,Married,174790,6,N,,11,8,1,5,5,29,4,4
35,Yes,Travel_Rarely,Research & Development,20,5,Medical,1,2000,Male,1,Sales Executive,Married,67290,6,N,,23,8,1,15,9,18,12,0
48,Yes,Travel_Rarely,Sales,40,2,Other,1,2001,Female,5,Research Scientist,Married,91820,7,N,,24,8,3,21,8,18,3,3
54,Yes,Travel_Frequently,Sales,32,1,Technical Degree,1,2002,Female,5,Laboratory Technician,Married,145810,8,N,,20,8,3,24,2,11,12,3
59,Yes,Non-Travel,Human Resources,65,2,Other,1,2003,Male,2,Laboratory Technician,Married,32820,6,N,,16,8,0,9,3,15,12,7
33,No,Travel_Frequently,Sales,35,2,Other,1,2004,Male,1,Manufacturing Director,Married,100740,8,Y,,25,8,3,39,4,18,2,5
26,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,2005,Female,5,Sales Executive,Divorced,50500,0,Y,,23,8,2,19,2,14,8,1
58,Yes,Travel_Rarely,Sales,41,1,Other,1,2006,Female,1,Manager,Divorced,27660,2,N,,21,8,1,13,7,9,6,2
50,No,Non-Travel,Sales,65,4,Technical Degree,1,2007,Female,2,Manufacturing Director,Divorced,148250,3,N,,12,8,1,20,9,17,5,9
33,Yes,Non-Travel,Sales,54,1,Technical Degree,1,2008,Female,5,Laboratory Technician,Divorced,46000,1,N,,20,8,3,32,7,30,8,10
25,No,Travel_Rarely,Human Resources,58,1,Marketing,1,2009,Male,1,Sales Executive,Single,34570,1,N,,21,8,3,32,8,22,6,5
41,Yes,Non-Travel,Sales,56,2,Medical,1,2010,Male,3,Research Director,Single,27960,9,N,,25,8,3,25,7,30,1,4
29,Yes,Travel_Rarely,Sales,18,4,Other,1,2011,Male,3,Research Scientist,Married,167480,1,Y,,20,8,0,26,8,31,6,10
23,Yes,Travel_Frequently,Human Resources,44,5,Marketing,1,2012,Female,1,Laboratory Technician,Married,156590,8,N,,25,8,3,9,5,33,12,7
52,Yes,Travel_Frequently,Sales,40,2,Other,1,2013,Male,3,Manager,Divorced,175960,7,N,,19,8,2,14,8,15,14,6
44,No,Travel_Rarely,Human Resources,39,4,Other,1,2014,Male,4,Research Director,Married,75730,0,Y,,15,8,0,39,7,14,11,9
65,No,Travel_Rarely,Sales,29,5,Other,1,2015,Female,1,Laboratory Technician,Single,25460,8,N,,12,8,2,3,1,21,11,4
27,No,Non-Travel,Sales,23,3,Other,1,2016,Female,2,Sales Executive,Single,163780,9,Y,,25,8,1,24,5,27,11,1
63,No,Non-Travel,Human Resources,24,4,Human Resources,1,2017,Female,2,Manufacturing Director,Married,106960,8,N,,24,8,1,18,3,7,11,10
55,No,Travel_Rarely,Research & Development,33,4,Human Resources,1,2018,Male,4,Manager,Single,158050,3,Y,,18,8,2,18,2,3,1,10
27,Yes,Non-Travel,Sales,56,2,Other,1,2019,Male,1,Manager,Divorced,160810,1,N,,15,8,2,25,6,13,7,1
19,No,Travel_Frequently,Human Resources,50,5,Medical,1,2020,Female,4,Manufacturing Director,Married,28220,0,Y,,12,8,2,14,3,15,12,3
28,No,Travel_Frequently,Research & Development,52,4,Medical,1,2021,Female,2,Laboratory Technician,Divorced,145500,8,Y,,14,8,3,24,2,4,15,10
31,Yes,Travel_Rarely,Research & Development,57,5,Technical Degree,1,2022,Female,3,Research Scientist,Married,60120,2,N,,17,8,3,39,9,5,14,4
20,No,Travel_Frequently,Research & Development,44,1,Life Sciences,1,2023,Male,4,Manufacturing Director,Divorced,13560,0,N,,12,8,3,11,6,8,6,3
21,Yes,Travel_Frequently,Human Resources,28,5,Technical Degree,1,2024,Male,3,Manager,Divorced,75640,5,N,,20,8,3,30,4,0,3,4
39,No,Travel_Frequently,Human Resources,24,3,Marketing,1,2025,Male,4,Laboratory Technician,Married,26850,1,Y,,25,8,3,9,3,34,10,7
45,No,Travel_Rarely,Research & Development,63,4,Technical Degree,1,2026,Male,5,Sales Executive,Divorced,35200,2,N,,23,8,2,2,9,20,0,6
30,No,Travel_Frequently,Human Resources,35,2,Technical Degree,1,2027,Male,2,Manufacturing Director,Divorced,182590,5,Y,,22,8,0,26,8,2,11,5
31,No,Travel_Rarely,Research & Development,45,3,Other,1,2028,Male,1,Manufacturing Director,Divorced,36500,9,N,,25,8,3,4,1,29,7,1
35,No,Non-Travel,Research & Development,54,4,Technical Degree,1,2029,Female,5,Manufacturing Director,Divorced,96680,2,Y,,17,8,0,17,4,19,12,5
24,No,Travel_Rarely,Research & Development,41,3,Technical Degree,1,2030,Female,1,Manager,Divorced,34790,3,Y,,12,8,0,18,6,15,14,5
60,Yes,Travel_Frequently,Human Resources,55,2,Marketing,1,2031,Female,4,Research Scientist,Married,169300,4,N,,23,8,3,7,6,10,2,7
26,Yes,Non-Travel,Research & Development,31,4,Medical,1,2032,Female,5,Manager,Divorced,13580,7,Y,,14,8,3,33,3,11,13,2
62,No,Travel_Rarely,Research & Development,34,4,Medical,1,2033,Female,1,Manager,Single,98450,7,N,,23,8,2,35,4,6,11,3
23,No,Non-Travel,Sales,33,4,Life Sciences,1,2034,Female,1,Manufacturing Director,Married,164410,7,Y,,12,8,1,37,1,30,13,1
36,Yes,Non-Travel,Sales,56,1,Life Sciences,1,2035,Female,5,Sales Executive,Married,109710,3,N,,23,8,3,18,6,2,5,1
49,Yes,Travel_Frequently,Sales,61,1,Human Resources,1,2036,Female,1,Research Director,Divorced,52330,7,N,,20,8,2,9,6,1,13,7
27,Yes,Non-Travel,Research & Development,51,1,Medical,1,2037,Male,5,Manager,Single,194680,2,Y,,11,8,0,18,2,19,1,8
56,Yes,Travel_Rarely,Human Resources,39,5,Other,1,2038,Female,4,Laboratory Technician,Single,177900,0,Y,,19,8,0,4,8,19,15,3
52,No,Travel_Frequently,Sales,36,2,Human Resources,1,2039,Male,2,Sales Executive,Single,112990,2,Y,,19,8,2,35,2,18,13,2
19,Yes,Non-Travel,Sales,43,5,Technical Degree,1,2040,Male,1,Laboratory Technician,Divorced,13810,7,N,,19,8,3,22,3,30,5,9
30,No,Non-Travel,Research & Development,19,3,Life Sciences,1,2041,Female,4,Research Director,Married,142620,6,N,,13,8,2,2,5,29,10,8
40,No,Non-Travel,Sales,46,3,Marketing,1,2042,Male,5,Research Scientist,Married,54660,1,N,,18,8,0,11,2,25,14,8
62,Yes,Travel_Frequently,Research & Development,54,5,Marketing,1,2043,Female,1,Manufacturing Director,Single,137940,7,Y,,12,8,1,37,7,7,7,3
26,No,Travel_Rarely,Sales,45,3,Medical,1,2044,Male,4,Sales Executive,Divorced,121340,4,N,,14,8,3,12,8,1,11,1
35,No,Travel_Frequently,Sales,19,4,Technical Degree,1,2045,Male,1,Laboratory Technician,Married,47960,4,N,,25,8,3,22,7,27,4,0
46,No,Travel_Frequently,Human Resources,44,1,Human Resources,1,2046,Female,4,Research Director,Single,150280,3,N,,24,8,0,14,0,31,5,7
45,No,Travel_Frequently,Sales,48,2,Technical Degree,1,2047,Female,5,Sales Executive,Divorced,34620,5,Y,,12,8,2,11,6,25,8,10
27,No,Travel_Frequently,Human Resources,40,1,Human Resources,1,2048,Male,3,Sales Executive,Single,87450,4,N,,18,8,0,4,8,16,7,10
28,No,Non-Travel,Research & Development,29,1,Human Resources,1,2049,Male,2,Research Scientist,Single,17930,5,Y,,16,8,0,1,2,14,14,6
25,Yes,Travel_Frequently,Human Resources,60,3,Medical,1,2050,Female,3,Research Director,Married,198580,5,Y,,23,8,0,11,9,14,6,5
46,No,Non-Travel,Human Resources,40,3,Other,1,2051,Male,4,Manager,Married,122620,4,Y,,18,8,0,36,3,21,9,7
21,Yes,Non-Travel,Research & Development,62,2,Marketing,1,2052,Male,4,Laboratory Technician,Single,133650,6,Y,,11,8,1,13,0,0,12,0
37,Yes,Travel_Rarely,Human Resources,18,1,Life Sciences,1,2053,Male,2,Research Scientist,Single,49340,4,Y,,17,8,2,32,0,13,12,5
39,Yes,Travel_Frequently,Research & Development,54,3,Medical,1,2054,Female,5,Research Director,Single,34560,1,Y,,19,8,2,40,5,23,5,5
32,No,Non-Travel,Sales,64,5,Technical Degree,1,2055,Male,3,Research Scientist,Single,152730,2,N,,14,8,0,10,9,35,10,4
34,Yes,Travel_Frequently,Research & Development,30,4,Other,1,2056,Female,4,Manufacturing Director,Divorced,107860,3,N,,23,8,0,30,3,30,0,6
42,No,Non-Travel,Sales,29,3,Technical Degree,1,2057,Female,1,Manufacturing Director,Married,39640,8,Y,,20,8,3,14,9,26,13,9
52,No,Travel_Frequently,Sales,46,5,Life Sciences,1,2058,Male,2,Research Director,Married,68740,4,N,,22,8,2,24,3,5,7,1
44,Yes,Travel_Frequently,Human Resources,53,3,Life Sciences,1,2059,Male,4,Manufacturing Director,Married,65980,4,Y,,13,8,0,10,0,3,8,4
32,Yes,Travel_Frequently,Human Resources,46,4,Marketing,1,2060,Male,5,Manufacturing Director,Divorced,93430,1,Y,,22,8,0,4,7,29,2,1
44,No,Non-Travel,Human Resources,45,3,Technical Degree,1,2061,Female,2,Sales Executive,Married,137920,2,N,,24,8,0,12,1,30,4,0
64,No,Travel_Rarely,Human Resources,30,4,Technical Degree,1,2062,Female,2,Research Scientist,Married,174740,0,N,,22,8,1,32,1,10,3,5
29,No,Travel_Rarely,Research & Development,30,1,Human Resources,1,2063,Male,1,Manager,Single,195830,0,Y,,15,8,1,1,3,21,2,3
44,Yes,Non-Travel,Research & Development,23,5,Other,1,2064,Male,1,Sales Executive,Divorced,120000,2,N,,19,8,0,26,8,15,10,4
37,Yes,Travel_Frequently,Sales,20,2,Marketing,1,2065,Female,4,Research Scientist,Single,111350,8,Y,,16,8,2,32,7,23,4,4
65,No,Non-Travel,Human Resources,36,5,Marketing,1,2066,Female,4,Research Director,Divorced,76240,0,Y,,20,8,3,7,1,9,0,3
25,Yes,Travel_Frequently,Sales,55,3,Technical Degree,1,2067,Male,5,Manager,Divorced,39880,5,Y,,21,8,2,33,0,6,0,0
35,Yes,Travel_Rarely,Research & Development,45,2,Life Sciences,1,2068,Male,3,Manufacturing Director,Divorced,137600,6,N,,24,8,2,5,6,27,3,6
45,Yes,Travel_Rarely,Research & Development,55,2,Medical,1,2069,Female,2,Manager,Married,163570,3,N,,24,8,1,9,3,12,15,4
53,No,Travel_Rarely,Human Resources,51,2,Technical Degree,1,2070,Female,4,Research Director,Divorced,32580,1,Y,,18,8,2,11,6,29,9,1
20,Yes,Non-Travel,Sales,43,2,Life Sciences,1,2071,Female,5,Laboratory Technician,Divorced,164050,8,N,,11,8,1,36,0,25,15,9
51,Yes,Non-Travel,Human Resources,63,3,Technical Degree,1,2072,Male,3,Research Director,Divorced,112530,2,N,,19,8,0,20,4,21,14,0
30,No,Travel_Frequently,Human Resources,52,3,Other,1,2073,Female,2,Laboratory Technician,Divorced,79550,8,N,,14,8,2,19,7,1,0,1
19,No,Travel_Frequently,Research & Development,64,4,Human Resources,1,2074,Female,2,Sales Executive,Married,68800,6,Y,,11,8,0,2,6,30,0,0
19,Yes,Travel_Frequently,Sales,43,4,Marketing,1,2075,Male,2,Sales Executive,Married,35010,9,N,,19,8,0,25,5,3,10,6
49,No,Travel_Rarely,Research & Development,48,5,Human Resources,1,2076,Female,4,Manufacturing Director,Divorced,87990,4,Y,,23,8,2,12,7,14,12,10
19,No,Travel_Frequently,Research & Development,19,2,Other,1,2077,Male,1,Research Director,Divorced,49260,9,N,,23,8,3,40,3,25,11,3
45,No,Non-Travel,Sales,64,3,Technical Degree,1,2078,Female,3,Sales Executive,Married,30650,2,N,,14,8,3,2,2,3,3,6
54,No,Travel_Frequently,Human Resources,61,5,Medical,1,2079,Female,4,Manager,Married,139680,3,Y,,25,8,0,38,1,18,3,5
52,No,Non-Travel,Human Resources,30,4,Marketing,1,2080,Female,4,Laboratory Technician,Divorced,67540,2,N,,18,8,1,37,8,20,12,5
45,No,Travel_Frequently,Human Resources,54,5,Technical Degree,1,2081,Male,2,Manager,Single,20930,7,Y,,16,8,0,18,3,6,3,8
64,No,Non-Travel,Human Resources,42,2,Medical,1,2082,Female,2,Sales Executive,Divorced,87730,7,Y,,23,8,3,25,2,17,2,5
36,No,Travel_Rarely,Sales,59,1,Other,1,2083,Male,5,Research Scientist,Divorced,102470,4,Y,,21,8,2,22,3,14,8,6
64,No,Travel_Frequently,Human Resources,33,5,Technical Degree,1,2084,Female,5,Research Scientist,Single,57890,9,Y,,25,8,3,36,8,9,3,5
61,Yes,Non-Travel,Sales,44,1,Other,1,2085,Female,2,Research Scientist,Single,102460,7,N,,20,8,1,2,6,35,11,5
